Run Subrun Event
18011 25 1262 
17835 151 7595 
14452 122 6101 
14154 237 11898 
14897 38 1914 
15170 42 2139 
14609 66 3326 
14985 142 7111 
14553 135 6760 
17722 33 1694 
15017 13 658 
15960 319 15974 
15116 304 15221 
16527 32 1615 
16266 198 9949 
15409 3 168 
14870 226 11316 
17720 18 910 
15017 26 1344 
15286 242 12148 
14931 22 1127 
17955 78 3905 
14425 165 8260 
15949 200 10041 
14234 23 1172 
17960 37 1894 
15117 189 9454 
14639 19 971 
14634 107 5356 
14641 208 10434 
14707 23 1178 
17776 39 1967 
14991 9 480 
14923 47 2386 
14396 98 4916 
17958 49 2455 
14526 136 6808 
14526 136 6814 
14729 53 2663 
14729 79 3999 
14124 202 10150 
14463 156 7845 
15222 154 7732 
15222 190 9537 
14218 163 8193 
14710 28 1413 
14379 158 7905 
17851 16 841 
18040 23 1151 
14923 19 998 
14213 2 137 
16520 31 1570 
14958 31 1596 
15147 6 335 
14716 138 6911 
17985 403 20186 
14993 9 466 
18463 199 9961 
15122 39 1992 
15122 94 4702 
17871 17 853 
17871 90 4511 
15133 2 112 
15421 44 2211 
17978 364 18206 
17783 98 4909 
14401 163 8153 
15177 15 763 
14900 25 1270 
14903 323 16155 
14664 3 158 
14335 243 12168 
14555 2 130 
18005 165 8258 
14717 7 364 
18048 373 18685 
16232 196 9815 
16232 200 10040 
14726 93 4685 
14383 52 2604 
14902 185 9294 
15106 172 8640 
17851 2 129 
16002 23 1194 
17869 6 305 
15428 266 13301 
14388 94 4748 
14870 71 3586 
17722 2 102 
14916 115 5780 
16476 14 732 
14542 10 524 
17978 57 2896 
17978 203 10166 
17745 12 641 
14897 1 100 
14347 90 4510 
18028 173 8694 
14194 129 6468 
14516 67 3374 
14706 18 916 
14706 85 4252 
16228 275 13753 
15140 100 5011 
14325 25 1261 
15115 65 3267 
14631 234 11737 
14382 23 1171 
14187 30 1550 
18005 28 1428 
18009 12 608 
14975 12 620 
15222 21 1099 
15222 67 3382 
15222 80 4027 
14814 110 5532 
15348 198 9935 
15939 141 7070 
15276 8 401 
14539 90 4503 
17861 269 13491 
14338 238 11942 
14388 44 2208 
14388 77 3862 
14556 222 11145 
15103 65 3274 
17975 218 10932 
14327 84 4207 
15122 209 10457 
15086 65 3270 
17853 58 2902 
18709 127 6391 
18659 22 1122 
14428 39 1999 
15264 132 6645 
18622 9 456 
15297 99 4987 
15227 6 349 
14356 101 5062 
14559 254 12729 
15052 3 184 
18604 218 10906 
14793 149 7488 
14300 121 6060 
17082 13 677 
17801 6 336 
17259 16 809 
14806 116 5803 
14194 87 4377 
15073 67 3376 
14935 238 11910 
17331 5 293 
17331 8 450 
17082 33 1658 
14805 163 8156 
14539 10 529 
14222 3 200 
14222 23 1184 
14886 26 1301 
15086 137 6869 
14619 135 6780 
14729 94 4732 
14721 28 1402 
14721 60 3044 
14721 155 7799 
14805 109 5453 
14609 303 15171 
14991 128 6441 
17835 203 10171 
17835 203 10172 
14761 10 507 
15286 164 8234 
14682 69 3494 
14796 116 5815 
15312 2 121 
16439 8 438 
